AQS Code	CAMS	TCEQ Region	Reg#	EPA Reg	Site Name	Street Address	Urban Area	Latitude	Longitude	Elevation	Timezone	Params	Activation Date	Deactivation Date	Maintained By	Owned By
483670080		DALLAS/FORT WORTH	04	Y	Weatherford Agricultural College	Weatherford Agricultural College 	NOT IN AN URBAN AREA	32.7611110	-97.8319440	0	CENTRAL		01-Jun-1988	31-Dec-1988	TCEQ	TCEQ
483670081	0076	DALLAS/FORT WORTH	04	Y	Parker County	3033 New Authon Rd 		32.8687607	-97.9059367	347.0	CENTRAL	9	26-Jul-2000		City of Fort Worth Environmental Quality	TCEQ
483671506	1506	DALLAS/FORT WORTH	04	N	Weatherford Tin Top Road	2753 Tin Top Road 	DALLAS-FORT WORTH, TX	32.7109620	-97.7914120	307.6	CENTRAL	90	13-Oct-2013		AECOM (formerly URS Corp)	North Texas Commission
483739001	1027	BEAUMONT	10	N	C1027-Alabama-Coushatta-TX	571 State Park Rd. 56 	NOT IN AN URBAN AREA	30.7016670	-94.6738890	91.0	CENTRAL		13-Apr-2005	17-Oct-2008	Alabama-Coushatta	Alabama-Coushatta
483750001		AMARILLO	01	Y	Northwest Texas Hospital	2103 W 6th St &#x28;NW TX Hospital&#x29; 	NOT IN AN URBAN AREA	35.2147220	-101.8583330	1114.0	CENTRAL		01-Jan-1961	31-Dec-1971	TCEQ	TCEQ
483750002		AMARILLO	01	Y	City-County Health Unit	417 Austin St &#x28;Bi-City-Co Health Unit&#x29; 	AMARILLO, TX	35.2127780	-101.8608330	1076.0	CENTRAL		01-Jan-1969	21-Apr-1988	TCEQ	TCEQ
483750003		AMARILLO	01	Y	Air Terminal Fire Station	10801 Airport &#x28;Air Terminal Fire Station&#x29; 	NOT IN AN URBAN AREA	35.2133330	-101.7119440	1120.0	CENTRAL		01-Jan-1975	01-Jan-1977	TCEQ	TCEQ
483750004		AMARILLO	01	Y	Van Buren &amp; 4th	Van Buren &amp; 4th Street 	AMARILLO, TX	35.2100000	-101.8402780	0	CENTRAL		06-Sep-1990	09-Jul-1996	TCEQ	TCEQ
483750005	0305	AMARILLO	01	Y	AMARILLO DOWNTOWN	413 East 4th Avenue 	AMARILLO, TX	35.2094440	-101.8319440	0	CENTRAL		12-Jul-1996	11-Apr-2005	TCEQ	TCEQ
483750024		AMARILLO	01	Y	Amarillo SH 136	7100 State Highway 136 	AMARILLO, TX	35.2802728	-101.7156402	1090.0	CENTRAL		25-Apr-2010	29-Nov-2018	Texas A&M University	TCEQ
483750320	0320	AMARILLO	01	Y	Amarillo A&amp;M	6500 Amarillo Blvd West 	AMARILLO, TX	35.2015954	-101.9092660	1122.0	CENTRAL		12-Apr-2005	09-Dec-2024	Texas A&M University	TCEQ
483751025	1025	AMARILLO	01	Y	Amarillo 24th Avenue	4205 NE 24th Avenue 	AMARILLO, TX	35.2367449	-101.7873780	1116.0	CENTRAL	9	16-Oct-2013		Texas A&M University	TCEQ
483751077	1077	AMARILLO	01	Y	Amarillo Xcel El Rancho	Folsom Rd. &amp; El Rancho Rd. 	AMARILLO, TX	35.3164822	-101.7417190	1074.3	CENTRAL	8	16-Dec-2016		TCEQ	TCEQ
483870648	0648, 0668	TYLER	05	N	Clarksville NTRD C648	1506 Grant 		33.6197220	-95.0600000	134.0	CENTRAL		26-Jul-2005	15-Dec-2006	Air Quality Solutions	University of Texas at Austin
483951076	1076	WACO	09	Y	Franklin Oak Grove	8127 Oak Grove Road 	NOT IN AN URBAN AREA	31.1689581	-96.4819806		CENTRAL	8	13-Oct-2016		AECOM (formerly URS Corp)	TCEQ
483970001	0069	DALLAS/FORT WORTH	04	Y	Rockwall Heath	100 E Heath St 		32.9365186	-96.4592071		CENTRAL	9	08-Aug-2000		City of Dallas Ambient Air Program	TCEQ
483970081		DALLAS/FORT WORTH	04	Y	East Fate Main Place	130 East Fate Main Place 	NOT IN AN URBAN AREA	32.9430560	-96.3694440	0	CENTRAL		01-Jun-1988	31-Dec-1988	TCEQ	TCEQ
484011082	1082	TYLER	05	Y	Tatum CR 2181d Martin Creek Lake	9515 County Road 2181d 	NOT IN AN URBAN AREA	32.2779077	-94.5708686		CENTRAL	8	01-Nov-2017		TCEQ	TCEQ
484050646	0646	BEAUMONT	10	N	San Augustine Airport NTRD	811 County Rd 215 		31.5394440	-94.1702780	116.0	CENTRAL		27-Jul-2005	15-Dec-2006	University of Texas at Austin	University of Texas at Austin
484090001		CORPUS CHRISTI	14	Y	SFA Elementary	Ave E &#x28;SFA Elementary School&#x29; 	NOT IN AN URBAN AREA	27.9236110	-97.2916670	9.0	CENTRAL		01-Jan-1977	31-Dec-1979	TCEQ	TCEQ
484090002		CORPUS CHRISTI	14	Y	Odem	Hwy 77 	CORPUS CHRISTI, TX	27.9405560	-97.5888890	12.0	CENTRAL		01-Jan-1981	01-Jan-1985	TCEQ	TCEQ
484090659	0659	CORPUS CHRISTI	14	N	Aransas Pass	527 Ransom Rd 	CORPUS CHRISTI, TX	27.8866670	-97.1486110	0	CENTRAL		22-Jan-2006	30-May-2016	Texas A&M Kingsville	City of Corpus Christi
484090685	0685	CORPUS CHRISTI	14	N	Ingleside	San Patricio Municipal Water off Hwy 361 		27.9016670	-97.2491670	6.0	CENTRAL		29-Jun-2007	12-Feb-2019	Texas A&M Kingsville	City of Corpus Christi
484090686	0686	CORPUS CHRISTI	14	N	Odem-SEP	San Patricio Municipal Water NW of Corpus 		27.9247220	-97.5380560	2.0	CENTRAL		11-Dec-2006	30-May-2016	Texas A&M Kingsville	City of Corpus Christi
484090687	0687	CORPUS CHRISTI	14	N	Taft-SEP	San Patricio Municipal Water Dist Pumping Station 	NOT IN AN URBAN AREA	27.9233330	-97.4086110	2.0	CENTRAL		07-May-2007	30-May-2016	Texas A&M Kingsville	City of Corpus Christi
484110653	0653	WACO	09	N	Millpond PK San Saba	Millpond Park Road 		31.1872220	-98.7119440	381.0	CENTRAL	1	03-Sep-2005	07-Mar-2006	University of Texas at Austin	University of Texas at Austin
484150001		ABILENE	03	Y	Snyder Water Purification Plant	City Water Purification Plant at 33rd 	NOT IN AN URBAN AREA	32.7066670	-100.9105560	706.0	CENTRAL		01-Jan-1976	01-Jan-1979	TCEQ	TCEQ
484230001		TYLER	05	Y	USEPA-484230001	City Hall roof 		32.3558330	-95.3075000	170.0	CENTRAL		01-Jan-1963	31-Dec-1969	US EPA National Exposure Research Lab	US EPA National Exposure Research Lab
484230002		TYLER	05	Y	Tyler Fire Station	218 East Elm Street 	NOT IN AN URBAN AREA	32.3525000	-95.3000000	170.0	CENTRAL		01-Jan-1969	04-Apr-1987	TCEQ	TCEQ
484230003		TYLER	05	Y	South Vine Street	1304 South Vine Street 	TYLER, TX	32.3513890	-95.3263890	0	CENTRAL		05-Apr-1990	27-Jul-1996	TCEQ	TCEQ
484230004	0086	TYLER	05	Y	at Tyler Airport	Tyler Pounds Field Airport 	TYLER, TX	32.3580560	-95.4097220	158.0	CENTRAL		04-Nov-1997	18-May-2000	TCEQ	TCEQ
484230005	0133	TYLER	05	Y	WINONA ELEMENTARY SCHOOL	605 Wildcat Road 	TYLER, TX	32.4922220	-95.1833330	140.0	CENTRAL		20-Jun-1994	19-Mar-1997	TCEQ	TCEQ
484230006		TYLER	05	Y	Teague	2916 Teague Drive 	TYLER, TX	32.3386110	-95.2655560	0	CENTRAL		01-Aug-1996	30-Dec-1996	TCEQ	TCEQ
484230007	0082	TYLER	05	Y	Tyler Airport Relocated	14790 County Road 1145 	TYLER, TX	32.3440226	-95.4157581		CENTRAL	13	25-May-2000		TCEQ	TCEQ
484390001		DALLAS/FORT WORTH	04	Y	South Collin	2620 S Collin 	DALLAS-FORT WORTH, TX	32.7030560	-97.0966670	191.0	CENTRAL		01-Jan-1972	31-Dec-1976	TCEQ	TCEQ
484390002		DALLAS/FORT WORTH	04	Y	Arlington City Hall Annex	200 N Cooper &#x28;City Hall Annex roof&#x29; 	DALLAS-FORT WORTH, TX	32.7366670	-97.1158330	189.0	CENTRAL		01-Jan-1972	31-Dec-1975	TCEQ	TCEQ
484390003		DALLAS/FORT WORTH	04	Y	Randol Mill Park	Randol Mill Park &#x28;roof of pool shed&#x29; 	DALLAS-FORT WORTH, TX	32.7563890	-97.1358330	186.0	CENTRAL		01-Jan-1972	31-Dec-1973	TCEQ	TCEQ
484390004		DALLAS/FORT WORTH	04	Y	Randol Mill Park Fire Station	2921 E Randol Mill Park &#x28;Fire Station&#x29; 	DALLAS-FORT WORTH, TX	32.7500000	-97.0538890	192.0	CENTRAL		01-Jan-1972	31-Dec-1984	TCEQ	TCEQ
484390005		DALLAS/FORT WORTH	04	Y	Arlington Municipal Airport 1977-81	Municipal Airport 	DALLAS-FORT WORTH, TX	32.6638890	-97.1000000	191.0	CENTRAL		01-Jan-1977	31-Dec-1981	TCEQ	TCEQ
484390006		DALLAS/FORT WORTH	04	Y	Azle Avenue	3100 Azle Ave at Robinson 	DALLAS-FORT WORTH, TX	32.8030560	-97.3833330	175.0	CENTRAL		01-Jan-1969	31-Dec-1981	City of Fort Worth Environmental Quality	City of Fort Worth Environmental Quality
484390007		DALLAS/FORT WORTH	04	Y	Schwartz	2911 Schwartz at 29th 	DALLAS-FORT WORTH, TX	32.7986110	-97.3319440	0	CENTRAL		01-Jan-1969	31-Dec-1980	City of Fort Worth Environmental Quality	City of Fort Worth Environmental Quality
484390008		DALLAS/FORT WORTH	04	Y	Eagle	100 Eagle 	DALLAS-FORT WORTH, TX	32.7797220	-97.2950000	0	CENTRAL		01-Jan-1969	31-Dec-1971	City of Fort Worth Environmental Quality	City of Fort Worth Environmental Quality
484390009		DALLAS/FORT WORTH	04	Y	Dean Road	3720 Dean Rd 	DALLAS-FORT WORTH, TX	32.7352780	-97.4122220	0	CENTRAL		01-Jan-1969	31-Dec-1970	City of Fort Worth Environmental Quality	City of Fort Worth Environmental Quality
484390010		DALLAS/FORT WORTH	04	Y	Meadowbrook	4147 Meadowbrook 	DALLAS-FORT WORTH, TX	32.7458330	-97.2616670	0	CENTRAL		01-Jan-1969	31-Dec-1970	City of Fort Worth Environmental Quality	City of Fort Worth Environmental Quality
484390011		DALLAS/FORT WORTH	04	Y	Handley	3100 Handley at Church 	DALLAS-FORT WORTH, TX	32.7341670	-97.2180560	0	CENTRAL		01-Jan-1969	31-Dec-1980	City of Fort Worth Environmental Quality	City of Fort Worth Environmental Quality
484390012		DALLAS/FORT WORTH	04	Y	Avenue I	3411 Avenue I at Bishop 	DALLAS-FORT WORTH, TX	32.7283330	-97.2755560	0	CENTRAL		01-Jan-1969	31-Dec-1980	City of Fort Worth Environmental Quality	City of Fort Worth Environmental Quality
484390013		DALLAS/FORT WORTH	04	Y	Wilbarger	4849 Wilbarger 	DALLAS-FORT WORTH, TX	32.6986110	-97.2505560	0	CENTRAL		01-Jan-1969	31-Dec-1971	City of Fort Worth Environmental Quality	City of Fort Worth Environmental Quality
484390014		DALLAS/FORT WORTH	04	Y	Witchita	4700 Wichita 	DALLAS-FORT WORTH, TX	32.6950000	-97.2800000	0	CENTRAL		01-Jan-1969	31-Dec-1970	City of Fort Worth Environmental Quality	City of Fort Worth Environmental Quality
484390015		DALLAS/FORT WORTH	04	Y	Lipscomb	1601 Lipscomb 	DALLAS-FORT WORTH, TX	32.7261110	-97.3327780	0	CENTRAL		01-Jan-1969	30-Jun-1971	City of Fort Worth Environmental Quality	City of Fort Worth Environmental Quality
484390016		DALLAS/FORT WORTH	04	Y	Felix	212 E Felix at Vermont 	DALLAS-FORT WORTH, TX	32.6763890	-97.3225000	0	CENTRAL		01-Jan-1970	31-Dec-1978	City of Fort Worth Environmental Quality	City of Fort Worth Environmental Quality
484390017		DALLAS/FORT WORTH	04	Y	Hulen	6121 Hulen at Wheaton 	DALLAS-FORT WORTH, TX	32.6577780	-97.3950000	0	CENTRAL		01-Jan-1969	31-Dec-1980	City of Fort Worth Environmental Quality	City of Fort Worth Environmental Quality
484390018		DALLAS/FORT WORTH	04	Y	University Drive	1800 University Dr 	DALLAS-FORT WORTH, TX	32.7380560	-97.3505560	0	CENTRAL		01-Jan-1971	31-Dec-1971	City of Fort Worth Environmental Quality	City of Fort Worth Environmental Quality
484390019		DALLAS/FORT WORTH	04	Y	Cherry Lane	3300 Cherry Lane at Elizabeth 	DALLAS-FORT WORTH, TX	32.7347220	-97.4555560	0	CENTRAL		01-Jan-1971	30-Jun-1981	City of Fort Worth Environmental Quality	City of Fort Worth Environmental Quality
484390020		DALLAS/FORT WORTH	04	Y	Geddes	5933 Geddes 	DALLAS-FORT WORTH, TX	32.7283330	-97.4127780	0	CENTRAL		01-Jan-1975	31-Dec-1975	City of Fort Worth Environmental Quality	City of Fort Worth Environmental Quality
484390021		DALLAS/FORT WORTH	04	Y	Cherry Street	1000 Cherry St at 13th St 	DALLAS-FORT WORTH, TX	32.7161110	-97.3350000	204.0	CENTRAL		01-Jan-1971	20-Apr-1978	City of Fort Worth Environmental Quality	City of Fort Worth Environmental Quality
484390022		DALLAS/FORT WORTH	04	Y	Commerce Fire Station	200 Commerce at 2nd St &#x28;Fire Station&#x29; 	DALLAS-FORT WORTH, TX	32.7550000	-97.3297220	204.0	CENTRAL		01-Jan-1972	18-Apr-1978	City of Fort Worth Environmental Quality	City of Fort Worth Environmental Quality
484390023		DALLAS/FORT WORTH	04	Y	Worth Heights Elementary	Worth Hts Elem School 	DALLAS-FORT WORTH, TX	32.6952780	-97.3219440	187.0	CENTRAL		01-Jan-1982	30-Dec-1996	TCEQ	TCEQ
484390024		DALLAS/FORT WORTH	04	Y	Azle Fire Station	3100 Azle Ave at Robinson &#x28;Fire Station&#x29; 	DALLAS-FORT WORTH, TX	32.8033330	-97.3833330	187.0	CENTRAL		01-Jan-1980	30-Dec-1987	City of Fort Worth Environmental Quality	City of Fort Worth Environmental Quality
484390025		DALLAS/FORT WORTH	04	Y	Cherry Lane 2	3300 Cherry Lane at Elizabeth 	DALLAS-FORT WORTH, TX	32.7250000	-97.4527780	187.0	CENTRAL		01-Jan-1980	13-Feb-1984	City of Fort Worth Environmental Quality	City of Fort Worth Environmental Quality
484390026		DALLAS/FORT WORTH	04	Y	Wesleyan Avenue	Wesleyan Ave at Ave B 	DALLAS-FORT WORTH, TX	32.7327780	-97.2791670	187.0	CENTRAL		30-Oct-1980	23-Dec-1987	City of Fort Worth Environmental Quality	City of Fort Worth Environmental Quality
484390029		DALLAS/FORT WORTH	04	Y	EAST OF FAA &amp; AMERICAN INTERSECTION	13800 FAA Road 	DALLAS-FORT WORTH, TX	32.8313890	-97.0638890	0	CENTRAL		21-Apr-1988	07-Mar-2000	City of Fort Worth Environmental Quality	City of Fort Worth Environmental Quality
484390057	0057	DALLAS/FORT WORTH	04	Y	Arlington Office	1101 E Arkansas Lane 	DALLAS-FORT WORTH, TX	32.7069440	-97.0936110	0	CENTRAL		19-Feb-1998	11-Jul-2001	TCEQ	TCEQ
484390060		DALLAS/FORT WORTH	04	Y	NE OF DIAZ AVE &amp; GUILFORD RD. INTERSECTION	5933 Geddes 	DALLAS-FORT WORTH, TX	32.7280560	-97.4127780	204.0	CENTRAL		28-Aug-1975	27-Dec-2001	City of Fort Worth Environmental Quality	City of Fort Worth Environmental Quality
484390061		DALLAS/FORT WORTH	04	Y	Schwartz Roof	2911 Schwartz &#x28;roof&#x29; 	DALLAS-FORT WORTH, TX	32.7986110	-97.3319440	182.0	CENTRAL		01-Jan-1971	08-Mar-1983	City of Fort Worth Environmental Quality	City of Fort Worth Environmental Quality
484390062		DALLAS/FORT WORTH	04	Y	Northeast 36th	1701 NE 36th St 	DALLAS-FORT WORTH, TX	32.7361110	-97.3538890	187.0	CENTRAL		01-Jan-1983	21-Jun-1988	City of Fort Worth Environmental Quality	City of Fort Worth Environmental Quality
484390063		DALLAS/FORT WORTH	04	Y	FORT WORTH PORTALES	3201 Portales &#x28;Fire Hall &#x23;23&#x29; 	DALLAS-FORT WORTH, TX	32.7416670	-97.4688890	187.0	CENTRAL		01-Jan-1985	07-Apr-2002	City of Fort Worth Environmental Quality	City of Fort Worth Environmental Quality
484390066		DALLAS/FORT WORTH	04	Y	Handley Church Roof	3100 Handley &#x28;church roof&#x29; 	DALLAS-FORT WORTH, TX	32.7338890	-97.2180560	182.0	CENTRAL		01-Jan-1971	31-Dec-1980	City of Fort Worth Environmental Quality	City of Fort Worth Environmental Quality
484390067		DALLAS/FORT WORTH	04	Y	East Felix	212 E Felix at Vermont &#x28;roof&#x29; 	DALLAS-FORT WORTH, TX	32.6763890	-97.3225000	182.0	CENTRAL		01-Jan-1971	31-Dec-1975	City of Fort Worth Environmental Quality	City of Fort Worth Environmental Quality
484390068		DALLAS/FORT WORTH	04	Y	University  at Harley	1800 University Drive at Harley 	DALLAS-FORT WORTH, TX	32.7380560	-97.3505560	182.0	CENTRAL		01-Jan-1972	27-Jun-1988	City of Fort Worth Environmental Quality	City of Fort Worth Environmental Quality
484390069		DALLAS/FORT WORTH	04	Y	Cherry at Elizabeth	3300 Cherry Lane at Elizabeth 	DALLAS-FORT WORTH, TX	32.7347220	-97.4555560	182.0	CENTRAL		01-Jan-1971	31-Dec-1975	City of Fort Worth Environmental Quality	City of Fort Worth Environmental Quality
484390070		DALLAS/FORT WORTH	04	Y	Felix at Vermont	212 E Felix at Vermont 	DALLAS-FORT WORTH, TX	32.6755560	-97.3230560	187.0	CENTRAL		01-Jan-1978	27-Jun-1988	City of Fort Worth Environmental Quality	City of Fort Worth Environmental Quality
484390075	0075	DALLAS/FORT WORTH	04	Y	Eagle Mountain Lake	14290 Morris Dido Newark Rd 	DALLAS-FORT WORTH, TX	32.9878911	-97.4771925		CENTRAL	62	06-Jun-2000		City of Fort Worth Environmental Quality	TCEQ
484390089	0089	DALLAS/FORT WORTH	04	N	Fort Worth Yuma	3299 Yuma Street 	DALLAS-FORT WORTH, TX	32.7004830	-97.3080130	183.0	CENTRAL		02-Jul-2010	16-Sep-2010	TCEQ	TCEQ
484390097	0097	DALLAS/FORT WORTH	04	N	Fort Worth Berry	1300 East Berry Street 	DALLAS-FORT WORTH, TX	32.7029900	-97.3100010	183.0	CENTRAL		02-Jul-2010	16-Sep-2010	TCEQ	TCEQ
484391001		DALLAS/FORT WORTH	04	Y	Trinity High School	500 N Industrial &#x28;Trinity High School&#x29; 	DALLAS-FORT WORTH, TX	32.8413890	-97.0980560	204.0	CENTRAL		01-Jan-1975	31-Dec-1981	TCEQ	TCEQ
484391002	0013, 0060	DALLAS/FORT WORTH	04	Y	Fort Worth Northwest	3317 Ross Ave 	DALLAS-FORT WORTH, TX	32.8058200	-97.3565393		CENTRAL	167	01-Jan-1975		TCEQ	TCEQ
484391003		DALLAS/FORT WORTH	04	Y	FIRE DEPT DOWNTOWN	100 N Pecan between Belknap&#x2f;Weatherford 	DALLAS-FORT WORTH, TX	32.7597220	-97.3280560	186.0	CENTRAL		01-Jan-1976	31-Dec-2001	TCEQ	TCEQ
484391004		DALLAS/FORT WORTH	04	Y	University Drive 2	205 University Drive 	DALLAS-FORT WORTH, TX	32.7575000	-97.3605560	0	CENTRAL		01-Jan-1969	31-Dec-1975	City of Fort Worth Environmental Quality	City of Fort Worth Environmental Quality
484391005		DALLAS/FORT WORTH	04	Y	Grand Avenue	400 Grand Ave 	DALLAS-FORT WORTH, TX	32.7733330	-97.3458330	0	CENTRAL		01-Jan-1969	31-Dec-1971	City of Fort Worth Environmental Quality	City of Fort Worth Environmental Quality
484391006	0310	DALLAS/FORT WORTH	04	Y	Haws Athletic Center	600 1&#x2f;2 Congress St 	DALLAS-FORT WORTH, TX	32.7591636	-97.3423586		CENTRAL	1	01-Apr-2001		City of Fort Worth Environmental Quality	TCEQ
484391009	1009	DALLAS/FORT WORTH	04	Y	Everman Johnson Park	633 Everman Parkway 	DALLAS-FORT WORTH, TX	32.6211360	-97.2903530	204.0	CENTRAL	56	28-Jun-2011		AECOM (formerly URS Corp)	North Texas Commission
484391018	1018	DALLAS/FORT WORTH	04	N	Arlington UT Campus	1101 S. Pecan St. 	DALLAS-FORT WORTH, TX	32.7261110	-97.1083330	177.0	CENTRAL	56	20-Sep-2012		AECOM (formerly URS Corp)	North Texas Commission
484391053	1053	DALLAS/FORT WORTH	04	Y	Fort Worth California Parkway North	1198 California Parkway North 	DALLAS-FORT WORTH, TX	32.6647575	-97.3379050	214.9	CENTRAL	13	12-Mar-2015		TCEQ	TCEQ
484391062	1062	DALLAS/FORT WORTH	04	N	Kennedale Treepoint Drive	5419 Treepoint Drive 	DALLAS-FORT WORTH, TX	32.6588890	-97.2002780	197.0	CENTRAL	56	29-Jun-2012		AECOM (formerly URS Corp)	North Texas Commission
484391065	1065	DALLAS/FORT WORTH	04	N	Fort Worth Joe B. Rushing Road	2525 Joe B. Rushing Road 	DALLAS-FORT WORTH, TX	32.6724056	-97.2911778	209.0	CENTRAL	56	17-Sep-2013		AECOM (formerly URS Corp)	North Texas Commission
484391503	1503	DALLAS/FORT WORTH	04	N	Fort Worth Benbrook Lake	7001 Lakeside Drive 		32.6467110	-97.4426580	237.0	CENTRAL	56	01-Oct-2013		AECOM (formerly URS Corp)	North Texas Commission
484392001		DALLAS/FORT WORTH	04	Y	USEPA-484392001	1000 Throckmorton &#x28;City Hall roof&#x29; 	DALLAS-FORT WORTH, TX	32.7502780	-97.3336110	171.0	CENTRAL		01-Jan-1958	31-Dec-1981	US EPA National Exposure Research Lab	US EPA National Exposure Research Lab
484392002		DALLAS/FORT WORTH	04	Y	TCEQ-484392002	Blue Mound Rd &amp; Hwy 156 	DALLAS-FORT WORTH, TX	32.9441670	-97.3533330	168.0	CENTRAL		01-Jan-1981	31-Dec-1982	TCEQ	TCEQ
484392003	0017	DALLAS/FORT WORTH	04	Y	Keller	FAA Site off Alta Vista Road 	DALLAS-FORT WORTH, TX	32.9225073	-97.2820905		CENTRAL	96	11-Feb-1981		City of Fort Worth Environmental Quality	TCEQ
484393001		DALLAS/FORT WORTH	04	Y	Hwy 121 &amp; Dam Road	Corner TX Hwy 121 &amp; Dam Rd 	DALLAS-FORT WORTH, TX	32.9505560	-97.0555560	198.0	CENTRAL		01-Jan-1975	31-Dec-1981	TCEQ	TCEQ
484393002		DALLAS/FORT WORTH	04	Y	FIRE STATION AT GRAPEVINE	601 Boyd Drive Grapevine 	DALLAS-FORT WORTH, TX	32.9436110	-97.0697220	0	CENTRAL		29-Jun-1994	17-Nov-1996	TCEQ	TCEQ
484393004		DALLAS/FORT WORTH	04	Y	AT THE DALLAS&#x2f;FORT WORTH AIRPORT	North Airfield Drive 	DALLAS-FORT WORTH, TX	32.9236110	-97.0438890	0	CENTRAL		12-Aug-1994	27-May-1996	TCEQ	TCEQ
484393005	0132	DALLAS/FORT WORTH	04	Y	DFW AIRPORT &#x23;2	North Airfield Dr NW 	DALLAS-FORT WORTH, TX	32.9258330	-97.0436110	177.0	CENTRAL		15-Aug-1996	30-Jun-2000	TCEQ	TCEQ
484393006		DALLAS/FORT WORTH	04	Y	FORT WORTH LOCAL PROGRAM HQS	5000 MLK Jr Freeway &#x28;Hwy 287&#x29; 	DALLAS-FORT WORTH, TX	32.6930560	-97.2486110	0	CENTRAL		31-Dec-1998	01-Sep-2005	City of Fort Worth Environmental Quality	City of Fort Worth Environmental Quality
484393007		DALLAS/FORT WORTH	04	Y	FAA &#x23;2 &#x2f; &#x23;3	13800 FAA Rd 	DALLAS-FORT WORTH, TX	32.8319000	-97.0661000	0	CENTRAL		13-Mar-2000	28-Feb-2003	City of Fort Worth Environmental Quality	City of Fort Worth Environmental Quality
484393008	0308	DALLAS/FORT WORTH	04	Y	DIAMOND HILL	3708 Hardy Street 	DALLAS-FORT WORTH, TX	32.8108330	-97.3369440	183.0	CENTRAL		14-Mar-2001	01-Sep-2005	TCEQ	TCEQ
484393009	0070, 0182	DALLAS/FORT WORTH	04	Y	Grapevine Fairway	4100 Fairway Dr 	DALLAS-FORT WORTH, TX	32.9842591	-97.0637052	175.3	CENTRAL	102	04-Aug-2000		TCEQ	TCEQ
484393010		DALLAS/FORT WORTH	04	Y	Stage Coach	8900 West Freeway 	DALLAS-FORT WORTH, TX	32.7392000	-97.4703300	251.0	CENTRAL		01-Jan-2002	30-Oct-2018	City of Fort Worth Environmental Quality	TCEQ
484393011	0061	DALLAS/FORT WORTH	04	Y	Arlington Municipal Airport	5504 South Collins Street 	DALLAS-FORT WORTH, TX	32.6563654	-97.0885924	183.0	CENTRAL	12	17-Jan-2002		City of Fort Worth Environmental Quality	TCEQ
484395007	5007	DALLAS/FORT WORTH	04	N	Arlington Airport KGKY	Arlington Municipal Airport 		32.6638890	-97.0958330	183.0	CENTRAL		22-Jan-2003	25-Feb-2022	National Weather Service	National Weather Service
484410001		ABILENE	03	Y	Abilene Central Fire Station	2nd &amp; Mulberry &#x28;Central Fire Station&#x29; 	NOT IN AN URBAN AREA	32.4525000	-99.7416670	305.0	CENTRAL		01-Jan-1961	27-Dec-1984	TCEQ	TCEQ
484410002		ABILENE	03	Y	Abilene State Park	Abilene State Park &#x28;Water Tower Compound&#x29; 	NOT IN AN URBAN AREA	32.2355560	-99.8825000	604.0	CENTRAL		01-Jan-1979	01-Apr-1984	TCEQ	TCEQ
484411509	1509	ABILENE	03	N	Abilene Industrial Boulevard	1939 Industrial Blvd 		32.3997350	-99.7465200	542.0	CENTRAL	90	18-Dec-2013		AECOM (formerly URS Corp)	North Texas Commission
484415015	5015	ABILENE	03	N	Abilene KABI	Abilene Regional Airport 		32.4113890	-99.6819440	549.0	CENTRAL		01-Aug-2005	25-Feb-2022	National Weather Service	National Weather Service
484490001		TYLER	05	Y	Mount Pleasant Water Treatment Plant	City Water Treatement Plant 	NOT IN AN URBAN AREA	33.1800000	-94.9769440	131.0	CENTRAL		01-Jan-1973	20-Nov-1982	TCEQ	TCEQ
484491078	1078	TYLER	05	Y	Cookville FM 4855	385 CR 4855 	TYLER, TX	33.0751351	-94.8473012		CENTRAL	8	07-Dec-2016		TCEQ	TCEQ
484510001		SAN ANGELO	08	Y	San Angelo City Hall	City Hall roof 	NOT IN AN URBAN AREA	31.4650000	-100.4375000	563.0	CENTRAL		01-Jan-1961	31-Dec-1976	TCEQ	TCEQ
484511001		SAN ANGELO	08	Y	Fish Hatchery &#x23;1	Fish Hatchery &#x23;1 		31.4611110	-100.4350000	568.0	CENTRAL		01-Jan-1969	31-Dec-1984	US EPA National Exposure Research Lab	TCEQ
484515016	5016	SAN ANGELO	08	N	San Angelo KSJT	San Angelo Regional Airport&#x2f;Mathis Field 		31.3577780	-100.4963890	579.0	CENTRAL		02-Sep-2005	25-Feb-2022	National Weather Service	National Weather Service
484530001		AUSTIN	11	Y	Austin City Hall	Colorado &amp; 8th St &#x28;City Hall roof&#x29; 	NOT IN AN URBAN AREA	30.2711110	-97.7444440	161.0	CENTRAL		01-Jan-1958	16-Sep-1971	TCEQ	TCEQ
484530002		AUSTIN	11	Y	East 53rd	820 E 53rd &#x28;roof&#x29; 	NOT IN AN URBAN AREA	30.3133330	-97.7144440	194.0	CENTRAL		01-Jan-1967	31-Dec-1981	TCEQ	TCEQ
484530003	0025	AUSTIN	11	Y	PARMER LANE CAMS 25	Parmer Lane &amp; Mopac at Waterspark Rd 		30.4200000	-97.7069440	206.0	CENTRAL		01-Jan-1981	28-Feb-1997	TCEQ	TCEQ
484530004		AUSTIN	11	Y	Austin City-County Health Department	1313 Sabine St City&#x2f;Cnty Health Dept 	NOT IN AN URBAN AREA	30.2711110	-97.7338890	163.0	CENTRAL		01-Jan-1971	24-Jun-1983	TCEQ	TCEQ
